Date,Open,High,Low,NFLX_Close(t),Volume,SD20,Upper_Band,Lower_Band,NFLX_Close(t-1),NFLX_Close(t-2),NFLX_Close(t-5),NFLX_Close(t-10),NFLX_Open(t-1),MA5,MA10,MA20,MA50,MA200,MACD,MACD_EMA,EMA10,EMA20,EMA50,EMA100,EMA200,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,QQQ_Close_x,QQQ(t-1)_x,QQQ(t-2)_x,QQQ(t-5)_x,QQQ_MA10_x,QQQ_MA20_x,QQQ_MA50_x,QQQ_Close_y,QQQ(t-1)_y,QQQ(t-2)_y,QQQ(t-5)_y,QQQ_MA10_y,QQQ_MA20_y,QQQ_MA50_y,SnP_Close,SnP(t-1)),SnP(t-5),ForceIndex1,ForceIndex20,NFLX_Close(t+1),Date_Col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2013-11-27,357.11,363.846,353.54,362.49,2404700.0,9.724288070132513,359.966026140265,321.068873859735,355.2,350.24,339.52,335.284,350.5,352.856,347.519,340.51745,327.79976000000005,250.482225,8.074712500455291,6.665195828762013,353.7160699201986,353.7160699201986,353.7160699201986,353.7160699201986,353.7160699201986,10.484998651940245,13.594857852303582,1333.3333333333335,8.114315028453495,65.35199566930817,-3.5380681521682247,96.46193184783178,0.011148015123412663,85.22,84.63,84.19,82.7,83.804,83.2515,81.3699,85.22,84.63,84.19,82.7,83.804,83.2515,81.3699,165.94,165.49,163.55,17530263.00000005,106648445.00000006,365.8,2013-11-27,27,2,331,48,0,0,0,0,0,0,0,2013,11
2013-11-29,364.05,367.8,363.01,365.8,1198300.0,10.302530100461768,363.28851020092355,322.07838979907643,362.49,355.2,348.5,342.57,357.11,356.316,349.842,342.68345,329.0058,251.374225,8.978546419927738,7.127865946995159,357.7440466134658,357.7440466134658,357.7440466134658,357.7440466134658,357.7440466134658,10.115355891087372,14.982628108583173,1333.3333333333333,6.7810958344280055,66.75323579051118,-5.104645227156712,94.89535477284329,0.008353409962516262,85.73,85.22,84.63,83.54,84.0,83.401,81.4945,85.73,85.22,84.63,83.54,84.0,83.401,81.4945,165.7,165.94,164.83,3966373.000000003,51910355.99999999,363.92,2013-11-29,29,4,333,48,0,0,0,0,0,0,0,2013,11
2013-12-02,364.88,367.96,359.6101,363.92,1667900.0,10.8278107015842,366.0718214031684,322.7605785968316,365.8,362.49,347.85,349.76,364.05,359.53000000000003,351.25800000000004,344.4162,330.0076,252.246265,9.434387280825774,7.589170213761282,359.80269774231056,359.80269774231056,359.80269774231056,359.80269774231056,359.80269774231056,9.989251898866844,15.736896769982733,1333.3333333333333,4.048490393412632,65.14181583312423,-10.396294390118292,89.60370560988171,0.00953744959648155,85.48,85.73,85.22,83.99,84.152,83.536,81.6244,85.48,85.73,85.22,83.99,84.152,83.536,81.6244,165.44,165.7,165.67,-3135651.9999999925,57801074.50000005,362.94,2013-12-02,2,0,336,49,0,0,0,0,0,0,0,2013,12
2013-12-03,361.89,363.58,356.5,362.94,1914400.0,11.452770318039303,368.5887406360786,322.7776593639214,363.92,365.8,350.24,341.77,364.88,362.07,353.375,345.6832,331.2256,253.07871500000002,9.605836533314857,7.992503477671997,360.8484651615404,360.8484651615404,360.8484651615404,360.8484651615404,360.8484651615404,9.80573390609064,15.96654800366645,1333.3333333333335,6.19422418585599,64.27084554710386,-12.918167781780719,87.08183221821928,0.010952690338746685,85.41,85.48,85.73,84.19,84.379,83.661,81.756,85.41,85.48,85.73,84.19,84.379,83.661,81.756,164.8,165.44,165.57,-1876112.000000035,48510895.999999955,356.27,2013-12-03,3,1,337,49,0,0,0,0,0,0,0,2013,12
2013-12-04,360.59,368.65,356.25,356.27,2770800.0,11.64344527190587,369.70859054381174,323.13480945618824,362.94,363.92,355.2,337.29,361.89,362.284,355.273,346.4217,332.2212,253.92446499999997,9.098614876053375,8.213725757348273,359.3223101076936,359.3223101076936,359.3223101076936,359.3223101076936,359.3223101076936,9.991038627084164,16.66829757734589,1333.3333333333333,5.627205075750825,58.53444552390636,-35.97791339726825,64.02208660273175,0.014778633296803916,85.49,85.41,85.48,84.63,84.638,83.78399999999999,81.8892,85.49,85.41,85.48,84.63,84.638,83.78399999999999,81.8892,164.61,164.8,165.49,-18481236.000000045,40924715.99999995,358.06,2013-12-04,4,2,338,49,0,0,0,0,0,0,0,2013,12
2013-12-05,357.8,361.13,353.39,358.06,1970500.0,11.629500897100288,370.8022017942005,324.2841982057994,356.27,362.94,362.49,339.52,360.59,361.398,357.127,347.54319999999996,333.2396,254.779015,8.74032309471113,8.319045224820846,358.9015400717958,358.9015400717958,358.9015400717958,358.9015400717958,358.9015400717958,9.83025015372101,16.881789494243517,1333.3333333333333,5.46065032987748,59.57715699350722,-30.775937227550088,69.22406277244991,0.010617989375855404,85.38,85.49,85.41,85.22,84.90599999999999,83.9025,82.0256,85.38,85.49,85.41,85.22,84.90599999999999,83.9025,82.0256,163.98,164.61,165.94,3527195.0000000405,44198315.000000015,354.44,2013-12-05,5,3,339,49,0,0,0,0,0,0,0,2013,12
2013-12-06,361.04,361.33,352.0,354.44,1725100.0,10.641029825502555,370.20425965100515,327.6401403489949,358.06,356.27,365.8,348.5,357.8,359.12600000000003,357.721,348.92220000000003,334.0582,255.65191499999997,8.07123041024397,8.26948226190547,357.4143600478639,357.4143600478639,357.4143600478639,357.4143600478639,357.4143600478639,9.794517999883794,16.86732433277337,1333.3333333333333,1.7044476327116205,56.48372733944118,-41.29613484452192,58.703865155478084,0.008703104898685976,86.0,85.38,85.49,85.73,85.152,84.13,82.16220000000001,86.0,85.38,85.49,85.73,85.152,84.13,82.16220000000001,165.84,163.98,165.7,-6244862.000000007,47578257.99999997,355.67,2013-12-06,6,4,340,49,0,0,0,0,0,0,0,2013,12
2013-12-09,355.17,359.87,353.61,355.67,1674100.0,10.205106735555328,370.37091347111067,329.5504865288894,354.44,358.06,363.92,347.85,361.04,357.476,358.503,349.96070000000003,334.9236,256.533665,7.553152319447861,8.126216273413949,356.832906698576,356.832906698576,356.832906698576,356.832906698576,356.832906698576,9.542052428463522,16.853892397122525,1333.3333333333335,2.2480954434382614,57.2950982271773,-37.72159256030216,62.27840743969784,0.009766762072090839,86.35,86.0,85.38,85.48,85.388,84.31949999999999,82.3078,86.35,86.0,85.38,85.48,85.388,84.31949999999999,82.3078,166.22,165.84,165.44,2059143.0000000305,34771057.00000007,363.1,2013-12-09,9,0,343,50,0,0,0,0,0,0,0,2013,12
2013-12-10,355.05,364.44,353.32,363.1,2012800.0,10.193999512606606,371.6081990252132,330.83220097478676,355.67,354.44,362.94,350.24,355.17,357.508,359.78900000000004,351.2202,336.0014,257.428715,7.653881424158101,8.03174930356278,358.9219377990507,358.9219377990507,358.9219377990507,358.9219377990507,358.9219377990507,9.654762969287557,17.357236920183986,1333.3333333333335,3.671767930561904,61.91459526220595,-17.903225806451466,82.09677419354854,0.015111883359034321,86.29,86.35,86.0,85.41,85.598,84.511,82.456,86.29,86.35,86.0,85.41,85.598,84.511,82.456,165.65,166.22,164.8,14955104.000000013,50702431.99999999,363.98,2013-12-10,10,1,344,50,0,0,0,0,0,0,0,2013,12
2013-12-11,364.37,371.16,362.22,363.98,2866700.0,9.694239119995695,372.1211782399914,333.3442217600086,363.1,355.67,356.27,355.2,355.05,359.05,360.66700000000003,352.7327,336.78860000000003,258.327015,7.715775948655789,7.968554632581382,360.6079585327005,360.6079585327005,360.6079585327005,360.6079585327005,360.6079585327005,9.603708471481301,18.480630781632644,1333.3333333333333,2.471846846846855,62.43292118928285,-24.34723635130554,75.65276364869446,0.011040928911050244,85.18,86.29,86.35,85.49,85.65299999999999,84.64349999999999,82.566,85.18,86.29,86.35,85.49,85.65299999999999,84.64349999999999,82.566,163.77,165.65,164.61,2522695.999999987,86717675.0,373.33,2013-12-11,11,2,345,50,0,0,0,0,0,0,0,2013,12
2013-12-12,363.67,374.84,363.55,373.33,3045500.0,9.822112271479542,374.2792245429591,334.99077545704097,363.98,363.1,358.06,362.49,364.37,362.104,361.75100000000003,354.63500000000005,337.64060000000006,259.253265,8.422208684958491,8.059285443056805,364.84863902180035,364.84863902180035,364.84863902180035,364.84863902180035,364.84863902180035,9.724157866375492,19.84136254524832,1333.3333333333333,2.9904273221330175,67.4947907144419,-4.896238651102439,95.10376134889756,0.014641565826294908,84.96,85.18,86.29,85.38,85.627,84.71549999999999,82.67219999999999,84.96,85.18,86.29,85.38,85.627,84.71549999999999,82.67219999999999,163.23,163.77,163.98,28475424.999999896,115869092.99999997,368.97,2013-12-12,12,3,346,50,0,0,0,0,0,0,0,2013,12
2013-12-13,376.15,377.0,368.81,368.97,2550700.0,9.889079303633306,375.73315860726666,336.1768413927334,373.33,363.98,354.44,365.8,363.67,365.01000000000005,362.068,355.95500000000004,338.5856,260.15126499999997,8.531895772546534,8.15380750895475,366.2224260145336,366.2224260145336,366.2224260145336,366.2224260145336,366.2224260145336,9.614575161634386,21.284751852236322,1333.3333333333335,0.8665937670858435,63.21720820751244,-25.10159424820247,74.89840575179753,0.015147348414010168,84.85,84.96,85.18,86.0,85.53899999999999,84.7695,82.7948,84.85,84.96,85.18,86.0,85.53899999999999,84.7695,82.7948,163.18,163.23,165.84,-11121051.99999989,67338480.00000009,366.31,2013-12-13,13,4,347,50,0,0,0,0,0,0,0,2013,12
2013-12-16,369.98,371.0,364.25,366.31,1987300.0,10.034773159782198,376.85204631956435,336.7129536804356,368.97,373.33,355.67,363.92,376.15,367.13800000000003,362.30699999999996,356.78249999999997,339.36659999999995,261.07676499999997,8.308409635784528,8.184727934320707,366.2516173430224,366.2516173430224,366.2516173430224,366.2516173430224,366.2516173430224,9.409962650089073,21.78529570405241,1333.3333333333335,0.6567377445592399,60.6900889078978,-36.32347944274548,63.67652055725452,0.016651959942143028,85.32,84.85,84.96,86.35,85.523,84.8375,82.9132,85.32,84.85,84.96,86.35,85.523,84.8375,82.9132,164.22,163.18,166.22,-5286218.000000049,32889815.000000022,374.87,2013-12-16,16,0,350,51,0,0,0,0,0,0,0,2013,12
2013-12-17,366.75,377.7,366.27,374.87,2635500.0,10.157286145519823,378.75207229103967,338.12292770896033,366.31,368.97,363.1,362.94,369.98,369.492,363.50000000000006,358.4375,340.50079999999997,262.042465,8.721479931645717,8.292078333785708,369.124411562015,369.124411562015,369.124411562015,369.124411562015,369.124411562015,9.554251032225567,22.850657610224648,1333.3333333333333,3.287044690582467,65.47332676644808,-11.011673151750916,88.98832684824909,0.01723185424156589,85.15,85.32,84.85,86.29,85.49699999999999,84.938,83.0414,85.15,85.32,84.85,86.29,85.49699999999999,84.938,83.0414,163.64,164.22,165.65,22559880.000000007,87235050.00000006,376.24,2013-12-17,17,1,351,51,0,0,0,0,0,0,0,2013,12
2013-12-18,373.86,377.0,366.51,376.24,2840200.0,9.608373267206506,379.601746534413,341.168253465587,374.87,366.31,363.98,356.27,366.75,371.944,365.497,360.385,341.9792,263.008965,9.055008169922871,8.444664301013141,371.49627437467666,371.49627437467666,371.49627437467666,371.49627437467666,371.49627437467666,9.621090244209455,23.83992223738458,1333.3333333333335,5.605299351615356,66.18256488252405,-5.680933852140001,94.31906614786,0.01716739531708632,86.14,85.15,85.32,85.18,85.562,85.1,83.21979999999999,86.14,85.15,85.32,85.18,85.562,85.1,83.21979999999999,166.49,163.64,163.77,3891074.000000013,110625789.99999997,376.74,2013-12-18,18,2,352,51,0,0,0,0,0,0,0,2013,12
2013-12-19,374.2,379.86,373.35,376.74,1978500.0,8.935344602070904,380.1166892041418,344.3753107958582,376.24,374.87,373.33,358.06,373.86,372.626,367.365,362.246,343.7454,263.984865,9.25301453130885,8.606334347072284,373.2441829164511,373.2441829164511,373.2441829164511,373.2441829164511,373.2441829164511,9.398869512480207,25.006584410348694,1333.3333333333333,5.217002736971459,66.45340927210273,-11.198851399856435,88.80114860014356,0.01352448219451792,85.9,86.14,85.15,84.96,85.614,85.26,83.3982,85.9,86.14,85.15,84.96,85.614,85.26,83.3982,166.34,166.49,163.23,989250.0,73639770.00000006,375.67,2013-12-19,19,3,353,51,0,0,0,0,0,0,0,2013,12
2013-12-20,376.5,379.69,374.34,375.67,2688200.0,8.79984478032183,381.20418956064367,346.0048104393564,376.74,376.24,368.97,354.44,374.2,373.966,369.488,363.60450000000003,345.17892,264.939715,9.217344136026611,8.72853630486315,374.05278861096747,374.05278861096747,374.05278861096747,374.05278861096747,374.05278861096747,9.109664547303051,26.089913570958227,1333.3333333333333,5.989730278749581,65.24906152469796,-15.039483129935377,84.96051687006462,0.011771143053567036,86.5,85.9,86.14,84.85,85.66400000000002,85.408,83.556,86.5,85.9,86.14,84.85,85.66400000000002,85.408,83.556,167.18,166.34,163.18,-2876373.999999982,73038394.00000004,380.58,2013-12-20,20,4,354,51,0,0,0,0,0,0,0,2013,12
2013-12-23,378.69,383.43,376.631,380.58,1803500.0,8.759081843247296,382.7591636864946,347.72283631350547,375.67,376.74,366.31,355.67,376.5,376.82,371.97900000000004,365.24100000000004,346.7735600000001,265.94036500000004,9.476037198001734,8.878036483490867,376.22852574064495,376.22852574064495,376.22852574064495,376.22852574064495,376.22852574064495,9.013259936781404,27.424118931440308,1333.3333333333333,7.00368318947338,68.10554805101387,-9.067769646834305,90.93223035316569,0.010516391398857095,87.41,86.5,85.9,85.32,85.77000000000001,85.579,83.72,87.41,86.5,85.9,85.32,85.77000000000001,85.579,83.72,168.95,167.18,164.22,8855184.999999942,59028554.99999993,378.39,2013-12-23,23,0,357,52,0,0,0,0,0,0,0,2013,12
2013-12-24,380.76,383.96,377.48,378.39,796800.0,8.478933196915563,383.6063663938311,349.69063360616883,380.58,375.67,374.87,363.1,378.69,377.524,373.508,366.64849999999996,347.85416000000004,266.921765,9.396027064814064,8.981634599755507,376.94901716043,376.94901716043,376.94901716043,376.94901716043,376.94901716043,8.832312798439872,28.708735876738125,1333.3333333333333,4.21096116772238,65.51865816504622,-17.428035043804748,82.57196495619526,0.007232416795066072,87.45,87.41,86.5,85.15,85.886,85.74199999999999,83.874,87.45,87.41,86.5,85.15,85.886,85.74199999999999,83.874,167.65,168.95,163.64,-1744991.9999999981,22429919.99999998,376.93,2013-12-24,24,1,358,52,0,0,0,0,0,0,0,2013,12
2013-12-26,378.11,380.91,375.834,376.93,1752700.0,8.325563992267156,384.3861279845343,351.0838720154657,378.39,380.58,376.24,363.98,380.76,377.662,374.803,367.735,348.95896,267.84461500000003,9.109796595053808,9.007266998815169,376.94267810695334,376.94267810695334,376.94267810695334,376.94267810695334,376.94267810695334,8.564004741408455,29.51410312012957,1333.3333333333335,3.557887796032746,63.77937951899486,-21.99624530663322,78.00375469336677,0.007548180804942727,87.74,87.45,87.41,86.14,86.142,85.89750000000001,84.03939999999999,87.74,87.45,87.41,86.14,86.142,85.89750000000001,84.03939999999999,168.43,167.65,166.49,-2558941.999999964,38086171.00000003,367.5,2013-12-26,26,3,360,52,0,0,0,0,0,0,0,2013,12
2013-12-27,377.11,378.75,365.81,367.5,2421200.0,8.234316815675378,384.45413363135077,351.51686636864923,376.93,378.39,376.74,373.33,378.11,375.814,374.21999999999997,367.9855,349.85140000000007,268.740265,8.029475895440498,8.811708778140234,373.7951187379689,373.7951187379689,373.7951187379689,373.7951187379689,373.7951187379689,8.876575831307852,28.296375225618828,1333.3333333333333,-1.5616210859025486,53.838194088679046,-53.72062663185375,46.27937336814626,0.013543506099525622,87.52,87.74,87.45,85.9,86.398,86.0125,84.18220000000001,87.52,87.74,87.45,85.9,86.398,86.0125,84.18220000000001,168.44,168.43,166.34,-22831916.000000015,12130211.999999978,366.99,2013-12-27,27,4,361,52,0,0,0,0,0,0,0,2013,12
2013-12-30,367.62,369.54,359.04,366.99,2153600.0,8.22198368943501,384.48896737887,351.60103262112995,367.5,376.93,375.67,368.97,377.11,374.078,374.02200000000005,368.04499999999996,350.5892,269.650965,7.050883029413626,8.459543628394913,371.5267458253126,371.5267458253126,371.5267458253126,371.5267458253126,371.5267458253126,8.992534700500148,26.38968919001322,1333.3333333333335,-0.5366289942271779,53.35383584055323,-55.38511749347252,44.614882506527486,0.013613593130992996,87.39,87.52,87.74,86.5,86.65200000000002,86.0955,84.31279999999998,87.39,87.52,87.74,86.5,86.65200000000002,86.0955,84.31279999999998,168.37,168.44,167.18,-1098335.9999999804,2562783.999999995,368.17,2013-12-30,30,0,364,1,0,0,0,0,0,0,0,2013,12
2013-12-31,365.5,369.15,363.63,368.17,1502400.0,8.164480758290338,384.5864615165807,351.9285384834193,366.99,367.5,380.58,366.31,367.62,371.596,374.208,368.2575,351.2826,270.563865,6.297958327775291,8.027226568270988,370.4078305502085,370.4078305502085,370.4078305502085,370.4078305502085,370.4078305502085,8.744496507607279,24.61919501409373,1333.3333333333333,0.5077666457372209,54.37656516667329,-63.36276083467091,36.63723916532909,0.010850705782492294,87.96,87.39,87.52,87.41,86.916,86.2195,84.4292,87.96,87.39,87.52,87.41,86.916,86.2195,84.4292,169.15,168.37,168.95,1772832.0000000102,6385200.0,362.82,2013-12-31,31,1,365,1,1,0,1,0,1,0,0,2013,12
2014-01-02,366.81,367.58,360.8,362.82,1760800.0,8.168637247028775,384.5887744940576,351.91422550594245,368.17,366.99,378.39,374.87,365.5,368.48199999999997,373.003,368.2515,351.4392,271.471115,5.209507825605385,7.463682819737868,367.87855370013904,367.87855370013904,367.87855370013904,367.87855370013904,367.87855370013904,8.64631818563533,23.377033418526114,1333.3333333333335,-3.2144476751940703,49.11827730440552,-84.83146067415738,15.168539325842612,0.011384488514024488,87.27,87.96,87.39,87.45,87.128,86.31249999999999,84.5282,87.27,87.96,87.39,87.45,87.128,86.31249999999999,84.5282,167.63,169.15,167.65,-9420280.00000004,-211296.000000008,363.1,2014-01-02,2,3,2,1,0,0,0,0,0,0,0,2014,1
2014-01-03,364.0,367.4694,362.9,363.1,1545300.0,7.774638999902749,384.14227799980546,353.04372200019446,362.82,368.17,376.93,376.24,366.81,365.716,371.689,368.59299999999996,351.6014,272.371365,4.3197017874312,6.834886613276535,366.2857024667594,366.2857024667594,366.2857024667594,366.2857024667594,366.2857024667594,8.360824029518522,22.22359765121333,1333.3333333333333,-3.492451626621302,49.39409537249207,-83.70786516853929,16.29213483146071,0.01200891266319757,86.64,87.27,87.96,87.74,87.178,86.36999999999999,84.6118,86.64,87.27,87.96,87.74,87.178,86.36999999999999,84.6118,167.48,167.63,168.43,432684.0000000457,10554399.000000063,359.57,2014-01-03,3,4,3,1,0,0,0,0,0,0,0,2014,1
2014-01-06,363.23,364.31,353.33,359.57,2214500.0,7.673644762903078,384.01578952580616,353.32121047419383,363.1,362.82,367.5,376.74,364.0,364.13,369.972,368.6685,352.18799999999993,273.25926499999997,3.2917374921387363,6.126256789048976,364.0471349778396,364.0471349778396,364.0471349778396,364.0471349778396,364.0471349778396,8.547908027410058,22.36633060728236,1333.3333333333333,-4.557519774911083,46.008025917303605,-79.62781586679722,20.372184133202776,0.007495929103913334,86.32,86.64,87.27,87.52,87.22,86.417,84.6992,86.32,86.64,87.27,87.52,87.22,86.417,84.6992,167.06,167.48,168.44,-7817185.000000065,3343894.99999998,339.5,2014-01-06,6,0,6,2,0,0,0,0,0,0,0,2014,1
2014-01-07,347.79,347.89,337.07,339.5,5166800.0,9.61359414414207,387.1486882882841,348.69431171171584,359.57,363.1,366.99,375.67,363.23,358.63199999999995,366.355,367.9215,352.35360000000003,274.050265,0.8478140415006692,5.070568239539314,355.8647566518931,355.8647566518931,355.8647566518931,355.8647566518931,355.8647566518931,9.544486025452196,23.85759573753042,1333.3333333333335,-9.628131072483832,32.405999861243764,-94.8176583493282,5.182341650671801,0.0238452882634198,87.12,86.32,86.64,87.39,87.282,86.473,84.7946,87.12,86.32,86.64,87.39,87.282,86.473,84.7946,168.1,167.06,168.37,-103697675.99999997,-77191991.99999999,340.99,2014-01-07,7,1,7,2,0,0,0,0,0,0,0,2014,1
2014-01-08,336.73,345.98,336.52,340.99,2857300.0,11.051158488920075,389.28981697784013,345.08518302215987,339.5,359.57,368.17,380.58,347.79,353.196,362.396,367.1875,352.61278,274.851265,-0.9577420983611091,3.86490617195923,350.90650443459543,350.90650443459543,350.90650443459543,350.90650443459543,350.90650443459543,9.53845130934847,25.279076373228452,1333.3333333333333,-10.40254348625781,33.96683030420793,-90.57757166947718,9.422428330522823,0.02407670508614814,87.31,87.12,86.32,87.96,87.272,86.521,84.88279999999999,87.31,87.12,86.32,87.96,87.272,86.521,84.88279999999999,168.17,168.1,169.15,4257377.000000026,-41945164.00000002,337.05,2014-01-08,8,2,8,2,0,0,0,0,0,0,0,2014,1
2014-01-09,341.77,343.98,335.0,337.05,2429600.0,12.933158323100681,391.7513166462014,340.0186833537987,340.99,339.5,362.82,378.39,336.73,348.04200000000003,358.262,365.88500000000005,353.07377999999994,275.583465,-2.6757391640833816,2.556777104750708,346.2876696230636,346.2876696230636,346.2876696230636,346.2876696230636,346.2876696230636,9.498561930109295,26.704516917498687,1333.3333333333333,-10.925235867755484,31.871082453277378,-95.81290849673199,4.1870915032679985,0.024127380255987152,87.02,87.31,87.12,87.27,87.229,86.55749999999999,84.96619999999999,87.02,87.31,87.12,87.27,87.229,86.55749999999999,84.96619999999999,168.27,168.17,167.63,-9572623.999999994,-63291080.00000003,332.14,2014-01-09,9,3,9,2,0,0,0,0,0,0,0,2014,1
2014-01-10,338.07,338.637,330.53,332.14,2319700.0,14.978004610265202,394.2490092205304,334.3369907794696,337.05,340.99,363.1,376.93,341.77,341.85,353.783,364.293,353.17058,276.292965,-4.382936418833538,1.1688344000338589,341.5717797487091,341.5717797487091,341.5717797487091,341.5717797487091,341.5717797487091,9.399164649387204,28.328488561204235,1333.3333333333335,-11.882842968190385,29.43382884622198,-96.9867115852517,3.0132884147482937,0.022647977064515688,87.3,87.02,87.31,86.64,87.185,86.6635,85.05059999999999,87.3,87.02,87.31,86.64,87.185,86.6635,85.05059999999999,168.66,168.27,167.48,-11389727.000000058,-73859248.00000007,336.81,2014-01-10,10,4,10,2,0,0,0,0,0,0,0,2014,1
2014-01-13,331.13,348.67,331.13,336.81,3891000.0,16.008935366813446,394.48487073362685,330.4491292663731,332.14,337.05,359.57,367.5,338.07,337.298,350.71400000000006,362.467,353.54398000000003,277.030615,-5.298000519633888,-0.12453258389969057,339.98451983247276,339.98451983247276,339.98451983247276,339.98451983247276,339.98451983247276,9.98065288871669,28.16551091650115,1333.3333333333333,-8.351020408163265,34.55971724991269,-88.24630357477066,11.753696425229327,0.026795474889828513,86.01,87.3,87.02,86.32,87.03399999999999,86.716,85.11240000000002,86.01,87.3,87.02,86.32,87.03399999999999,86.716,85.11240000000002,166.52,168.66,167.06,18170970.000000063,-142099319.99999994,337.96,2014-01-13,13,0,13,3,0,0,0,0,0,0,0,2014,1
2014-01-14,341.44,341.6,332.57,337.96,2820000.0,16.826760101878776,394.5700202037576,327.26297979624246,336.81,332.14,339.5,366.99,331.13,336.99,347.811,360.91650000000004,353.85358,277.808265,-5.862817116903386,-1.2721894905004296,339.3096798883152,339.3096798883152,339.3096798883152,339.3096798883152,339.3096798883152,9.912749110951214,28.014174532134003,1333.3333333333333,-7.910297283304731,35.79650983735475,-86.09395470709337,13.906045292906619,0.011944750396704585,87.65,86.01,87.3,87.12,87.05999999999999,86.856,85.2106,87.65,86.01,87.3,87.12,87.05999999999999,86.856,85.2106,168.25,166.52,168.1,3242999.9999999357,-87448200.00000013,330.38,2014-01-14,14,1,14,3,0,0,0,0,0,0,0,2014,1
2014-01-15,335.0,338.57,319.07,330.38,5776000.0,18.091139151234728,395.30227830246946,322.93772169753055,337.96,336.81,340.99,368.17,341.44,334.86800000000005,344.032,359.12,353.87588000000005,278.576715,-6.843196876964669,-2.3863909677932775,336.3331199255435,336.3331199255435,336.3331199255435,336.3331199255435,336.3331199255435,10.597552745883272,28.910712893401403,1333.3333333333335,-10.26428008800283,31.56226542625961,-81.71086675291075,18.289133247089257,0.014705226814699865,88.37,87.65,86.01,87.31,87.101,87.0085,85.3224,88.37,87.65,86.01,87.31,87.101,87.0085,85.3224,169.2,168.25,168.17,-43782079.99999991,-207531680.00000003,331.68,2014-01-15,15,2,15,3,0,0,0,0,0,0,0,2014,1
2014-01-16,328.41,333.87,322.02,331.68,3019400.0,18.680301044285347,394.32110208857074,319.5998979114293,330.38,337.96,337.05,362.82,335.0,333.794,340.918,356.9605,353.75748,279.386415,-7.429611824283711,-3.3950351390913642,334.78207995036234,334.78207995036234,334.78207995036234,334.78207995036234,334.78207995036234,10.687013264034467,29.743212800292557,1333.3333333333335,-8.582768314866874,33.025465689457654,-78.87064343163536,21.12935656836463,0.014929045698813377,88.38,88.37,87.65,87.02,87.212,87.17,85.43180000000001,88.38,88.37,87.65,87.02,87.212,87.17,85.43180000000001,168.94,169.2,168.27,3925220.0000000345,-130407886.0,330.04,2014-01-16,16,3,16,3,0,0,0,0,0,0,0,2014,1
2014-01-17,332.07,334.8198,328.24,330.04,2345300.0,19.024100359111603,392.6987007182232,316.6022992817768,331.68,330.38,332.14,363.1,328.41,333.37399999999997,337.61199999999997,354.6505,353.52827999999994,280.203165,-7.935212004385164,-4.303070512150125,333.20138663357494,333.20138663357494,333.20138663357494,333.20138663357494,333.20138663357494,10.393640888032005,30.357943586279937,1333.3333333333335,-9.104929771412834,32.09326957435264,-78.2643154349118,21.735684565088214,0.01364931975877779,87.88,88.38,88.37,87.3,87.336,87.25699999999999,85.5288,87.88,88.38,88.37,87.3,87.336,87.25699999999999,85.5288,168.21,168.94,168.66,-3846291.999999968,-108352859.99999997,328.71,2014-01-17,17,4,17,3,0,0,0,0,0,0,0,2014,1
2014-01-21,332.23,332.4725,320.25,328.71,3602900.0,19.120161555138697,390.4893231102774,314.00867688972255,330.04,331.68,336.81,359.57,332.07,331.754,334.526,352.24899999999997,353.38988000000006,281.023415,-8.347004601280673,-5.111857329976235,331.70425775571664,331.70425775571664,331.70425775571664,331.70425775571664,331.70425775571664,10.524273681744006,31.47915008175485,1333.3333333333335,-8.582473510025867,31.32114314369136,-80.75079872204475,19.24920127795525,0.01066721843922681,88.55,87.88,88.38,86.01,87.559,87.3895,85.63960000000002,88.55,87.88,88.38,86.01,87.559,87.3895,85.63960000000002,168.74,168.21,166.52,-4791857.000000147,-173047287.00000012,333.73,2014-01-21,21,1,21,4,0,0,0,0,0,0,0,2014,1
2014-01-22,329.5,334.4391,327.351,333.73,6906000.0,18.711793241580487,387.575586483161,312.728413516839,328.71,330.04,337.96,339.5,332.23,330.908,333.949,350.152,353.52728,281.87676500000003,-8.174055728748385,-5.724297009730666,332.3795051704778,332.3795051704778,332.3795051704778,332.3795051704778,332.3795051704778,10.278832704476576,32.1857328666058,1333.3333333333335,-1.6995581737849725,37.439199993774736,-69.779426922284,30.22057307771599,0.0138084695151269,88.78,88.55,87.88,87.65,87.725,87.5035,85.78620000000001,88.78,88.55,87.88,87.65,87.725,87.5035,85.78620000000001,168.84,168.74,168.25,34668120.00000027,-289637640.0,388.72,2014-01-22,22,2,22,4,0,0,0,0,0,0,0,2014,1
